UoFKey,UoFNumber,RDNumber,IncidentDate,Location,Beat,Officer Identifier,SubjectKey,SubjAgeatTOI,SubjRace,SubjGender,ForceLevel,ForceType,Description
7178,20F-0456,20-022236,5/5/2020 19:39,1000 Linden St     ,02X,797,22845,20,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7178,20F-0456,20-022236,5/5/2020 19:39,1000 Linden St     ,02X,797,22844,29,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7179,20F-0457,20-022402,5/6/2020 17:00,100 Lake Merritt Blvd     ,03X,4083,22847,17,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7179,20F-0457,20-022402,5/6/2020 17:00,100 Lake Merritt Blvd     ,03X,3848,22848,17,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7180,20F-0458,20-022014,5/6/2020 17:45,1900 103rd Ave     ,32Y,4303,22849,29,Hispanic,Male,Level 4,25,"A weaponless defense technique control hold is applied, for the purpose of inducing pain, including the Twist Lock, Arm-bar, Bent-wrist, or Arm-bar Hammerlock.  "
7180,20F-0458,20-022014,5/6/2020 17:45,1900 103rd Ave     ,32Y,4303,22849,29,Hispanic,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7180,20F-0458,20-022014,5/6/2020 17:45,1900 103rd Ave     ,32Y,3113,22849,29,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7181,20F-0459,20-022939,5/7/2020 12:00,4500 Delta Fair Blvd     ,'-1,3723,22850,21,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7181,20F-0459,20-022939,5/7/2020 12:00,4500 Delta Fair Blvd     ,'-1,4012,22850,21,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7181,20F-0459,20-022939,5/7/2020 12:00,4500 Delta Fair Blvd     ,'-1,3044,22850,21,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7181,20F-0459,20-022939,5/7/2020 12:00,4500 Delta Fair Blvd     ,'-1,4052,22850,21,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7182,20F-0460,20-022966,5/7/2020 16:00,1100 7th Ave     ,19X,3105,22851,28,Hispanic,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7183,20F-0461,20-022960,5/7/2020 17:49,300 Lee St     ,14X,3428,22854,57,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7183,20F-0461,20-022960,5/7/2020 17:49,300 Lee St     ,14X,1843,22854,57,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7183,20F-0461,20-022960,5/7/2020 17:49,300 Lee St     ,14X,4151,22854,57,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7184,20F-0462,20-023072,5/8/2020 9:58,4500 Elinora Avenue     ,25X,3353,22856,28,Hispanic,Male,Level 4,25,"A weaponless defense technique control hold is applied, for the purpose of inducing pain, including the Twist Lock, Arm-bar, Bent-wrist, or Arm-bar Hammerlock.  "
7185,20F-0463,20-023110,5/8/2020 15:57,1400 Jefferson St     ,04X,4043,22858,25,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7186,20F-0464,20-023154,5/8/2020 20:03,73rd Ave & Hamilton St    ,26X,4116,22861,24,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7186,20F-0464,20-023154,5/8/2020 20:03,73rd Ave & Hamilton St    ,26X,4116,22860,29,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7187,20F-0465,20-015939,5/9/2020 8:49,1700 Kirkham      ,05Y,4392,22863,44,White,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7188,20F-0466,20-023243,5/9/2020 12:04,7100 International Blvd     ,26Y,3854,22864,35,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7190,20F-0468,20-023268,5/9/2020 16:15,6800 SUNKIST DR     ,29X,4082,22866,50,Hispanic,Male,Level 4,25,"A weaponless defense technique control hold is applied, for the purpose of inducing pain, including the Twist Lock, Arm-bar, Bent-wrist, or Arm-bar Hammerlock.  "
7190,20F-0468,20-023268,5/9/2020 16:15,6800 SUNKIST DR     ,29X,4307,22866,50,Hispanic,Male,Level 4,25,"A weaponless defense technique control hold is applied, for the purpose of inducing pain, including the Twist Lock, Arm-bar, Bent-wrist, or Arm-bar Hammerlock.  "
7189,20F-0467,20-023277,5/9/2020 17:26,3400 MAGNOLIA ST     ,07X,4243,22865,58,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7189,20F-0467,20-023277,5/9/2020 17:26,3400 MAGNOLIA ST     ,07X,4169,22865,58,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7189,20F-0467,20-023277,5/9/2020 17:26,3400 MAGNOLIA ST     ,07X,4269,22865,58,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7189,20F-0467,20-023277,5/9/2020 17:26,3400 MAGNOLIA ST     ,07X,4271,22865,58,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7191,20F-0469,20-023294,5/9/2020 19:59,200 8th St     ,03X,4408,22874,69,Asian,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7193,20F-0471,20-023189,5/9/2020 22:38,"2000 Fairmont Dr, San Leandro     ",35Y,6016,22876,57,Black,Female,Level 4,25,"A weaponless defense technique control hold is applied, for the purpose of inducing pain, including the Twist Lock, Arm-bar, Bent-wrist, or Arm-bar Hammerlock.  "
7193,20F-0471,20-023189,5/9/2020 22:38,"2000 Fairmont Dr, San Leandro     ",35Y,4490,22876,57,Black,Female,Level 4,25,"A weaponless defense technique control hold is applied, for the purpose of inducing pain, including the Twist Lock, Arm-bar, Bent-wrist, or Arm-bar Hammerlock.  "
7192,20F-0470,20-023317,5/9/2020 23:10,98th Ave & Edes Ave    ,31X,4007,22875,#VALUE!,Unknown,Unknown,Level 4,26-17a,Level 4 - A chemical agent (other than OC) is deployed against or applied to an unrestrained person.  Any Level 3 force incident meeting the criteria to be reported as a Level 4 AND reviewed and approved by a supervisor or commander.
7192,20F-0470,20-023317,5/9/2020 23:10,98th Ave & Edes Ave    ,31X,797,22875,#VALUE!,Unknown,Unknown,Level 4,26-17a,Level 4 - A chemical agent (other than OC) is deployed against or applied to an unrestrained person.  Any Level 3 force incident meeting the criteria to be reported as a Level 4 AND reviewed and approved by a supervisor or commander.
7194,20F-0472,20-023340,5/10/2020 3:32,9800 Pearmain      ,31Z,4473,22880,52,Hispanic,Male,Level 3,16a,Personal Weapon strikes other than strikes to the head or to a restrained subject
7194,20F-0472,20-023340,5/10/2020 3:32,9800 Pearmain      ,31Z,3726,22880,52,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7194,20F-0472,20-023340,5/10/2020 3:32,9800 Pearmain      ,31Z,4489,22880,52,Hispanic,Male,Level 4,23,"Weaponless defense technique applied to a vulnerable area for the purpose of inducing pain, excluding strikes (e.g. hair grab, pressure to mastoid, trapezius grab);"
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,3319,22881,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,3319,22895,15,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,4471,22881,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,3838,22895,15,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,3954,22895,15,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,3844,22881,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,3353,22881,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,3353,22895,15,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,4151,22881,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,4107,22881,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,4107,22895,15,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7195,20F-0473,20-023314,5/10/2020 12:56,1400 Lakeshore Ave     ,19X,4282,22881,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7197,20F-0475,20-023419,5/10/2020 21:20,2600 73rd Ave     ,30X,4243,22885,23,Hispanic,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7197,20F-0475,20-023419,5/10/2020 21:20,2600 73rd Ave     ,30X,4271,22885,23,Hispanic,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4473,22889,36,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4473,22886,40,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4473,22887,35,Hispanic,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4473,22888,35,Hispanic,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4489,22889,36,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4489,22886,40,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4489,22887,35,Hispanic,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7198,20F-0476,20-023433,5/10/2020 22:44,1400 79th Ave     ,30X,4489,22888,35,Hispanic,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7199,20F-0477,20-023151,5/11/2020 12:53,"500 N Hunter St,     ",35Y,4100,22890,35,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7202,20F-0480,20-012365,5/11/2020 15:06,"5700 CLINTON AVE, Richmond, Ca 94805    ",,3496,22893,71,White,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7200,20F-0478,20-023560,5/11/2020 15:28,2800 Telegraph Ave     ,08X,3725,22891,39,Black,Female,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7201,20F-0479,20-023503,5/11/2020 16:23,10300 International Blvd     ,32X,4028,22892,21,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7203,20F-0481,20-023567,5/11/2020 21:24,1200 66nd Ave     ,26Y,4223,22894,41,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7203,20F-0481,20-023567,5/11/2020 21:24,1200 66nd Ave     ,26Y,4358,22894,41,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7204,20F-0482,20-023730,5/12/2020 17:35,1600 Fruitvale Ave     ,23X,2680,22900,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7204,20F-0482,20-023730,5/12/2020 17:35,1600 Fruitvale Ave     ,23X,2680,22899,22,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7204,20F-0482,20-023730,5/12/2020 17:35,1600 Fruitvale Ave     ,23X,4100,22900,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7204,20F-0482,20-023730,5/12/2020 17:35,1600 Fruitvale Ave     ,23X,4100,22899,22,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7204,20F-0482,20-023730,5/12/2020 17:35,1600 Fruitvale Ave     ,23X,3837,22900,18,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7204,20F-0482,20-023730,5/12/2020 17:35,1600 Fruitvale Ave     ,23X,3837,22899,22,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7204,20F-0482,20-023730,5/12/2020 17:35,1600 Fruitvale Ave     ,23X,3225,22899,22,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7205,20F-0483,20-023745,5/12/2020 20:23,E 20TH ST & 22ND AV     ,18X,3704,22903,25,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7205,20F-0483,20-023745,5/12/2020 20:23,E 20TH ST & 22ND AV     ,18X,3746,22903,25,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7205,20F-0483,20-023745,5/12/2020 20:23,E 20TH ST & 22ND AV     ,18X,6519,22903,25,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7206,20F-0484,20-023893,5/13/2020 15:01,1200 80TH AV     ,26Y,4012,22904,34,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7221,20F-0499,20-024058,5/14/2020 10:00,"22300 Center St Castro Valley, Ca 94546   ",'-1,3352,22928,19,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7221,20F-0499,20-024058,5/14/2020 10:00,"22300 Center St Castro Valley, Ca 94546   ",'-1,3381,22928,19,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7221,20F-0499,20-024058,5/14/2020 10:00,"22300 Center St Castro Valley, Ca 94546   ",'-1,2964,22928,19,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,4018,22912,17,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,4018,22911,17,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,4018,22910,19,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,4012,22912,17,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,4012,22911,17,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,4012,22909,15,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,6524,22912,17,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,6524,22911,17,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,6524,22909,15,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7208,20F-0486,20-005149,5/14/2020 19:00,3400 35th Ave     ,25Y,6524,22910,19,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7210,20F-0488,20-024166,5/15/2020 2:02,7100 Weld St     ,30X,6538,22914,25,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7210,20F-0488,20-024166,5/15/2020 2:02,7100 Weld St     ,30X,6538,22913,62,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7212,20F-0490,20-024179,5/15/2020 4:55,2600 School St     ,21Y,4436,22915,38,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7213,20F-0491,20-024192,5/15/2020 13:06,1400 E 31st St     ,17X,3413,22916,18,White,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7215,20F-0493,20-024246,5/15/2020 14:45,24th ave & International Blvd    ,20X,6448,22917,21,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7215,20F-0493,20-024246,5/15/2020 14:45,24th ave & International Blvd    ,20X,3480,22917,21,Black,Female,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7216,20F-0494,20-023906,5/16/2020 7:59,4200 E 12th St     ,23X,3710,22919,36,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7217,20F-0495,20-024327,5/16/2020 8:22,1300 International      ,34X,4078,22920,45,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7217,20F-0495,20-024327,5/16/2020 8:22,1300 International      ,34X,3954,22920,45,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7217,20F-0495,20-024327,5/16/2020 8:22,1300 International      ,34X,3844,22920,45,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7217,20F-0495,20-024327,5/16/2020 8:22,1300 International      ,34X,4042,22920,45,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3836,22924,32,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3626,22926,31,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3626,22924,32,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3413,22926,31,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3413,22924,32,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3413,22925,38,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3856,22925,38,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,2904,22925,38,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3480,22924,32,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3410,22926,31,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7218,20F-0496,20-024050,5/16/2020 9:52,1800 Solano Way     ,19X,3410,22924,32,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7220,20F-0498,20-024407,5/17/2020 0:47,5700 e 15th St     ,27Y,6018,22923,24,Hispanic,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7219,20F-0497,20-024446,5/17/2020 1:42,"5300 Broder Blvd Dublin, Ca    ",35Y,4122,22922,43,Black,Male,Level 4,25,"A weaponless defense technique control hold is applied, for the purpose of inducing pain, including the Twist Lock, Arm-bar, Bent-wrist, or Arm-bar Hammerlock.  "
7222,20F-0500,20-024641,5/18/2020 7:56,1800 Embarcadero      ,19X,3832,22929,28,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7222,20F-0500,20-024641,5/18/2020 7:56,1800 Embarcadero      ,19X,4406,22929,28,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7222,20F-0500,20-024641,5/18/2020 7:56,1800 Embarcadero      ,19X,2698,22929,28,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7223,20F-0501,20-024654,5/18/2020 7:59,1800 Embarcadero      ,19X,3832,22933,28,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7223,20F-0501,20-024654,5/18/2020 7:59,1800 Embarcadero      ,19X,4406,22933,28,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7223,20F-0501,20-024654,5/18/2020 7:59,1800 Embarcadero      ,19X,2698,22933,28,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7224,20F-0502,20-024702,5/18/2020 18:22,4100 Broadway      ,09X,928,22934,35,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7225,20F-0503,20-024748,5/18/2020 23:20,200 W MACARTHUR BLVD     ,09X,2963,22936,25,Black,Male,Level 4,23,"Weaponless defense technique applied to a vulnerable area for the purpose of inducing pain, excluding strikes (e.g. hair grab, pressure to mastoid, trapezius grab);"
7226,20F-0504,20-024766,5/19/2020 0:18,1400 57th Ave     ,27Y,3928,22940,38,Black,Male,Level 4,22,"Pointing a firearm at a person.  Includes pointing a firearm loaded with less-lethal ammunition at a person, except during Crowd Control Operations."
7227,20F-0505,20-024774,5/19/2020 3:31,3500 MARTIN LUTHER KING JR WY    ,06X,4451,22941,46,Black,Male,Level 4,29,"All non-carotid takedowns, except on a restrained subject"
