INCIDENT NUMBER,REPORT NUMBER,UOF DATE,SUBJECT NUMBER,SUBJECT RACE,SUBJECT AGE,SUBJECT SEX,WEAPON TYPE,TYPE OF WEAPON(OTHER),COMPLAINT OF PAIN,SUBJECT INJURED,CHARGES
UOF-2018-0980,180716993,9/21/2018,26579,B - Black,43,M,Replica Firearm,,No,No,
UOF-2018-0958,180719834,9/22/2018,26553,B - Black,25,M,,,No,No,23103 CVC
UOF-2018-0982,180718820,9/22/2018,26581,B - Black,25,M,,,No,No,148(a)(1) PC
UOF-2018-0994,180718905,9/22/2018,26598,B - Black,29,F,,,Yes,No,148(a)(1) PC
UOF-2018-0981,180720007,9/22/2018,26580,W - White,31,F,,,Yes,Yes,148(a)(1) PC
UOF-2018-0954,180718977,9/22/2018,26548,B - Black,38,F,,,No,No,10851 CVC
UOF-2018-0984,1826555,9/22/2018,26583,W - White,44,M,,,No,Yes,243(b) PC
UOF-2018-0995,180720110,9/22/2018,26599,B - Black,53,M,Knife or Edged Weapon,,No,No,
UOF-2018-0997,180723023,9/23/2018,26601,B - Black,24,M,Firearm,,No,No,29800(a)(1) PC
UOF-2018-0940,180721500,9/23/2018,26534,H - Hispanic,27,M,,,No,No,664/10851 VC
UOF-2018-0942,180720966,9/23/2018,26536,B - Black,27,M,,,Yes,Yes,148 PC
UOF-2018-0996,180721839,9/23/2018,26600,B - Black,28,M,,,Yes,No,459 PC
UOF-2018-1001,180739064,9/24/2018,26609,B - Black,24,M,,,Yes,Yes,148(a) PC
UOF-2018-0998,180725013,9/24/2018,26602,B - Black,30,M,,,No,No,148(a)(1) PC
UOF-2018-1007,180724015,9/24/2018,26616,W - White,33,M,,,No,Yes,148(a)(1) PC
UOF-2018-1011,180726710,9/25/2018,26620,W - White,21,F,,,No,No,
UOF-2018-0999,180728211,9/25/2018,26603,B - Black,30,M,,,No,No,69 PC
UOF-2018-1000,180729526,9/25/2018,26608,W - White,34,M,,,No,No,148(a)(1) PC
UOF-2018-1004,180734973,9/28/2018,26612,W - White,39,M,,,No,No,459 PC
UOF-2018-1008,180735937,9/28/2018,26617,W - White,42,M,,,No,Yes,Warrant
UOF-2018-1004,180734973,9/28/2018,26613,W - White,47,M,,,No,No,459 PC
UOF-2018-1005,180738878,9/29/2018,26614,B - Black,23,M,,,Yes,No,
UOF-2018-1012,180738743,9/29/2018,26624,U - Unknown,29,M,,,No,No,245(a)(4) PC
UOF-2018-1002,180737488,9/29/2018,26610,W - White,32,M,,,Yes,No,
UOF-2018-1009,180739707,9/29/2018,26618,B - Black,33,M,,,Yes,Yes,148 PC
UOF-2018-1003,180739650,9/30/2018,26611,B - Black,20,M,,,Yes,Yes,148(a)(1) PC
UOF-2018-1010,180740130,9/30/2018,26619,B - Black,37,M,,,Yes,Yes,273.5 PC
UOF-2018-1006,180740077,9/30/2018,26615,B - Black,40,M,,,No,Yes,459 PC
UOF-2018-1013,180744762,10/1/2018,26625,W - White,25,M,,,No,No,
UOF-2018-1026,180744609,10/1/2018,26639,H - Hispanic,26,M,,,Yes,Yes,69 PC
UOF-2018-1014,180744342,10/1/2018,26626,H - Hispanic,33,M,,,No,No,11352 (a) H&S
UOF-2018-1025,180742227,10/1/2018,26638,B - Black,36,M,Knife or Edged Weapon,,Yes,Yes,422 PC
UOF-2018-1032,180744944,10/1/2018,26650,W - White,40,M,,,No,Yes,148(a)(1) PC
UOF-2018-1023,180742205,10/1/2018,26636,W - White,55,M,,,No,Yes,148 PC
UOF-2018-1024,180744988,10/2/2018,26637,B - Black,23,M,,,No,No,148.10(a) PC
UOF-2018-1021,180747487,10/2/2018,26633,W - White,24,M,,,No,No,602 (m) PC
UOF-2018-1020,180745146,10/2/2018,26632,W - White,43,F,,,Yes,Yes,243(B) PC
UOF-2018-1028,180746207,10/2/2018,26644,W - White,51,F,,,Yes,No,148(a)(1) PC
UOF-2018-1029,180749734,10/3/2018,26646,B - Black,18,F,,,No,No,459 PC 2nd
UOF-2018-1029,180749734,10/3/2018,26645,B - Black,19,M,,,No,No,459 PC 2nd
UOF-2018-1015,180750606,10/3/2018,26627,H - Hispanic,25,M,,,Yes,Yes,594(b)(1) PC
UOF-2018-1022,180750082,10/3/2018,26635,B - Black,52,M,,,No,No,69 PC
UOF-2018-1029,180749734,10/3/2018,26647,U - Unknown,,U,,,,,
UOF-2018-1016,180752191,10/4/2018,26628,B - Black,26,F,,,No,No,148(a)(1) PC
UOF-2018-1036,180751046,10/4/2018,26665,B - Black,28,M,,,No,No,
UOF-2018-1034,180752721,10/4/2018,26652,B - Black,33,M,,,No,No,148 (a)(1) PC
UOF-2018-1027,180755781,10/5/2018,26643,B - Black,22,M,,,No,No,664/187 PC
UOF-2018-1017,180755797,10/5/2018,26629,H - Hispanic,29,M,,,No,No,Warrant
UOF-2018-1031,180753569,10/5/2018,26649,B - Black,37,M,,,No,No,273.6 PC
UOF-2018-1035,180756256,10/5/2018,26654,H - Hispanic,38,M,,,Yes,Yes,
UOF-2018-1033,180759200,10/7/2018,26651,H - Hispanic,21,M,,,No,No,10851 CVC
UOF-2018-1018,180759329,10/7/2018,26630,W - White,24,M,,,No,Yes,148(a)(1) PC
UOF-2018-1037,180763693,10/8/2018,26671,B - Black,19,M,,,No,No,459PC 2nd
UOF-2018-1040,180762861,10/8/2018,26674,B - Black,23,M,,,Yes,Yes,warrants
UOF-2018-1019,180763483,10/8/2018,26631,B - Black,25,M,,,Yes,Yes,11359 H&S
UOF-2018-1043,180764146,10/8/2018,26678,H - Hispanic,27,M,,,No,No,
UOF-2018-1046,180766067,10/9/2018,26687,B - Black,19,M,,,No,No,459 PC 2nd
UOF-2018-1039,180770143,10/10/2018,26673,W - White,19,F,,,No,No,10851 VC
UOF-2018-1042,180768972,10/10/2018,26676,B - Black,24,M,,,Yes,Yes,422 PC / 69 PC
UOF-2018-1048,180767372,10/10/2018,26689,B - Black,35,M,,,No,No,459 PC 1st
UOF-2018-1045,180768938,10/10/2018,26686,B - Black,41,M,,,No,Yes,602 PC
UOF-2018-1044,180709186,10/11/2018,26683,B - Black,20,M,,,No,No,Warrant
UOF-2018-1044,180709186,10/11/2018,26685,B - Black,23,M,,,No,No,
UOF-2018-1047,180772779,10/11/2018,26688,W - White,23,M,,,Yes,Yes,69 (a) PC
UOF-2018-1044,180709186,10/11/2018,26684,B - Black,24,F,,,No,No,
UOF-2018-1038,180771260,10/11/2018,26672,W - White,29,M,,,No,Yes,10851 CVC
UOF-2018-1041,180773783,10/12/2018,26675,W - White,32,M,,,Yes,No,
UOF-2018-1079,180775773,10/13/2018,26758,B - Black,27,U,,,No,No,69 PC
UOF-2018-1103,180777042,10/13/2018,26792,B - Black,27,M,,,No,No,459 PC  1st Degree
UOF-2018-1056,180775739,10/13/2018,26720,B - Black,30,M,,,No,No,Detained - 849b
UOF-2018-1056,180775739,10/13/2018,26719,B - Black,32,F,,,No,No,12500 (a) CVC
UOF-2018-1104,180779587,10/14/2018,26793,B - Black,30,M,,,No,No,273.5 PC
UOF-2018-1114,180778551,10/14/2018,26810,B - Black,30,M,,,No,Yes,69 PC
UOF-2018-1069,180780352,10/14/2018,26740,U - Unknown,35,M,,,No,No,
UOF-2018-1049,180727382,10/15/2018,26705,B - Black,18,M,Firearm,,No,No,25400 (a) (2) PC
UOF-2018-1065,180783629,10/15/2018,26731,B - Black,32,F,,,No,No,
UOF-2018-1065,180783629,10/15/2018,26732,B - Black,34,M,,,No,No,10851 CVC
UOF-2018-1091,180780904,10/15/2018,26770,W - White,40,F,,,No,No,
UOF-2018-1091,180780904,10/15/2018,26771,B - Black,40,M,,,No,No,
UOF-2018-1051,180786485,10/16/2018,26707,H - Hispanic,21,M,Firearm,,No,No,25400 (a) (3) PC
UOF-2018-1051,180786485,10/16/2018,26708,B - Black,28,M,Firearm,,Unrelated,No,25400 (a) (3) PC
UOF-2018-1109,180784536,10/16/2018,26805,W - White,32,M,,,No,No,
UOF-2018-1070,180785891,10/16/2018,26742,H - Hispanic,34,M,,,No,No,278.5 PC
UOF-2018-1115,180779098,10/17/2018,26813,W - White,24,M,,,No,No,
UOF-2018-1071,180789837,10/17/2018,26743,H - Hispanic,33,F,,,No,No,69 PC
UOF-2018-1115,180779098,10/17/2018,26811,W - White,34,F,,,No,No,
UOF-2018-1115,180779098,10/17/2018,26814,W - White,41,F,,,No,No,
UOF-2018-1115,180779098,10/17/2018,26812,W - White,44,M,,,No,No,"10851 VC, 496 (d) PC"
UOF-2018-1074,180789990,10/18/2018,26749,B - Black,36,M,Firearm,,No,No,25400 (a) (2) PC
UOF-2018-1110,180790000,10/18/2018,26806,A - Asian or Pacific Islander,41,M,,,No,No,459 pc
UOF-2018-1072,180790919,10/18/2018,26744,W - White,56,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1094,180793361,10/19/2018,26774,W - White,26,M,,,Yes,Yes,594 (b)(1) PC
UOF-2018-1073,180795185,10/19/2018,26745,B - Black,31,M,,,Yes,Yes,69 PC
UOF-2018-1080,180793010,10/19/2018,26759,W - White,40,M,Blunt Object,,No,No,529 (a)(3) PC
REDACT23,REDACT23,10/19/2018,26721,W - White,47,M,Other,Metal Pipe/ sharp edge,No,Yes,Detained - 5150
UOF-2018-1081,180793145,10/19/2018,26760,B - Black,55,M,,,Yes,Yes,148 (a)(1) PC
UOF-2018-1067,180795925,10/20/2018,26737,B - Black,18,M,,,No,No,
UOF-2018-1082,180797404,10/20/2018,26761,B - Black,18,M,,,No,No,
REDACT22,REDACT22,10/20/2018,26710,W - White,23,M,,,Yes,Unrelated,Detained - 5150
UOF-2018-1067,180795925,10/20/2018,26736,B - Black,24,M,,,No,No,187 PC
UOF-2018-1093,180797056,10/20/2018,26773,W - White,29,M,,,No,Yes,10851 CVC
UOF-2018-1058,180795765,10/20/2018,26722,W - White,30,M,,,No,No,AMS
UOF-2018-1112,180797686,10/20/2018,26808,B - Black,38,M,,,No,No,273.6 PC
UOF-2018-1116,180797238,10/20/2018,26815,B - Black,46,M,Knife or Edged Weapon,,Yes,Yes,245 (a) (1) PC
UOF-2018-1083,180799397,10/21/2018,26762,B - Black,31,M,Replica Firearm,,No,No,664/211 PC
UOF-2018-1059,180798593,10/21/2018,26723,B - Black,57,M,,,No,No,215 (a) PC
UOF-2018-1053,180801920,10/22/2018,26713,U - Unknown,24,M,,,No,No,243 (e) (1) PC
UOF-2018-1075,180796600,10/22/2018,26751,W - White,26,M,,,No,No,Arrest Warrant
UOF-2018-1095,180803324,10/22/2018,26775,A - Asian or Pacific Islander,27,M,Firearm,,No,No,
UOF-2018-1075,180796600,10/22/2018,26750,W - White,43,M,,,Yes,No,10851 CVC
UOF-2018-1113,180800524,10/22/2018,26809,W - White,50,M,,,No,No,
UOF-2018-1060,180800756,10/22/2018,26724,W - White,53,F,,,No,No,Detained - 849b
UOF-2018-1085,180805267,10/23/2018,26764,B - Black,21,M,,,Yes,No,20003 (a) CVC
UOF-2018-1061,180804366,10/23/2018,26725,B - Black,37,M,,,No,No,Detained - 849b
UOF-2018-1117,180804338,10/23/2018,26816,U - Unknown,39,M,,,No,No,
UOF-2018-1084,180803380,10/23/2018,26763,B - Black,44,M,,,No,No,
UOF-2018-1062,180805007,10/23/2018,26726,B - Black,47,M,,,No,No,None
UOF-2018-1076,180795157,10/24/2018,26755,H - Hispanic,30,M,,,No,No,25620 (a) B&P
UOF-2018-1087,180806425,10/24/2018,26766,B - Black,33,M,,,No,No,148 (a)(1) PC
UOF-2018-1076,180795157,10/24/2018,26754,H - Hispanic,37,M,,,No,No,
UOF-2018-1076,180795157,10/24/2018,26753,H - Hispanic,40,M,,,No,No,
UOF-2018-1086,180806362,10/24/2018,26765,B - Black,40,M,,,No,Yes,422 PC
UOF-2018-1054,180806312,10/24/2018,26715,W - White,42,M,,,No,Yes,148 (a) (1) PC
UOF-2018-1105,180809899,10/25/2018,26794,U - Unknown,22,M,,,Yes,Yes,
UOF-2018-1050,1829854,10/25/2018,26706,H - Hispanic,26,M,,,No,No,10851 VC
UOF-2018-1088,180809059,10/25/2018,26767,H - Hispanic,37,M,,,Yes,Yes,Felony Warrant
UOF-2018-1068,180809071,10/25/2018,26739,B - Black,43,M,,,Unrelated,Unrelated,273.5 PC
UOF-2018-1077,180808738,10/25/2018,26756,B - Black,47,M,,,Yes,Yes,215 PC
UOF-2018-1077,180808738,10/25/2018,26756,B - Black,47,M,,,Yes,Yes,273.5 PC
UOF-2018-1064,180811775,10/26/2018,26729,A - Asian or Pacific Islander,24,F,,,No,No,10851 (a) VC
UOF-2018-1066,180813771,10/26/2018,26734,B - Black,29,F,,,No,No,
UOF-2018-1066,180813771,10/26/2018,26735,B - Black,30,F,,,No,No,
UOF-2018-1064,180811775,10/26/2018,26730,B - Black,35,F,,,No,No,
UOF-2018-1092,180812933,10/26/2018,26772,W - White,43,M,,,No,No,273.5 PC
UOF-2018-1066,180813771,10/26/2018,26733,B - Black,47,F,,,No,No,
UOF-2018-1106,180812632,10/26/2018,26802,W - White,51,M,Knife or Edged Weapon,,No,Yes,
UOF-2018-1055,180814923,10/27/2018,26716,H - Hispanic,20,F,,,Yes,No,243 (b) PC
UOF-2018-1089,180816662,10/27/2018,26768,B - Black,20,M,,,No,Yes,602 (m) PC
UOF-2018-1118,180817284,10/28/2018,26817,H - Hispanic,23,F,,,No,No,
UOF-2018-1118,180817284,10/28/2018,26818,B - Black,24,M,,,No,No,246 PC
UOF-2018-1096,180818793,10/28/2018,26777,W - White,26,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1078,180010143,10/28/2018,26757,W - White,27,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1118,180817284,10/28/2018,26819,B - Black,39,M,,,No,No,
UOF-2018-1090,180823974,10/30/2018,26769,B - Black,18,M,,,No,No,245 (a)(1) PC
UOF-2018-1102,180823974,10/30/2018,26791,B - Black,18,M,,,No,No,245 (C) PC
UOF-2018-1107,180825168,10/30/2018,26803,W - White,27,M,,,No,No,10851 CVC
UOF-2018-1097,180824831,10/30/2018,26784,H - Hispanic,35,M,,,Yes,Yes,11351 H&S
UOF-2018-1099,180828338,10/31/2018,26786,W - White,29,M,,,No,No,242 PC
UOF-2018-1108,180826592,10/31/2018,26804,B - Black,29,M,,,No,Yes,243 (b) PC
UOF-2018-1111,180827368,10/31/2018,26807,W - White,29,M,,,No,No,242 PC
UOF-2018-1098,180825425,10/31/2018,26785,W - White,32,M,,,No,No,Reckless Evading
UOF-2018-1164,180828770,11/1/2018,26910,A - Asian or Pacific Islander,36,M,,,Yes,Yes,
UOF-2018-1142,180831983,11/2/2018,26885,H - Hispanic,20,M,,,Yes,Yes,602 PC
UOF-2018-1183,180831507,11/2/2018,26935,B - Black,22,M,,,No,No,
UOF-2018-1183,180831507,11/2/2018,26936,B - Black,27,M,,,No,No,
UOF-2018-1131,180831814,11/2/2018,26872,W - White,33,M,,,Yes,Yes,
UOF-2018-1147,180833014,11/2/2018,26890,H - Hispanic,35,M,,,No,No,
UOF-2018-1122,180831795,11/2/2018,26832,H - Hispanic,37,M,,,No,Yes,69 PC
UOF-2018-1196,180833923,11/2/2018,26956,B - Black,46,M,,,Yes,Yes,11352 H&S
UOF-2018-1121,180831701,11/2/2018,26831,U - Unknown,50,M,,,Yes,Yes,148 PC
UOF-2018-1197,180835418,11/3/2018,26957,H - Hispanic,19,M,,,Yes,Yes,11351.5 H&S
UOF-2018-1132,180834733,11/3/2018,26874,U - Unknown,24,M,,,No,No,
UOF-2018-1132,180834733,11/3/2018,26873,B - Black,26,F,,,No,No,
UOF-2018-1133,180838393,11/4/2018,26875,H - Hispanic,23,M,,,Yes,Yes,11352 HS
UOF-2018-1124,180837737,11/4/2018,26834,H - Hispanic,26,M,Replica Firearm,,No,No,
UOF-2018-1149,180838600,11/4/2018,26892,A - Asian or Pacific Islander,26,M,,,No,No,
UOF-2018-1198,180837696,11/4/2018,26958,B - Black,28,M,Firearm,,Yes,Yes,29800 (a)(1) PC
UOF-2018-1148,180836927,11/4/2018,26891,B - Black,33,M,,,Yes,Yes,2* No Bail Warrants 108
UOF-2018-1123,180836745,11/4/2018,26833,W - White,47,M,Knife or Edged Weapon,,No,No,422 PC
UOF-2018-1134,180840934,11/5/2018,26876,H - Hispanic,30,M,,,No,No,Warrant
UOF-2018-1157,180839482,11/5/2018,26902,W - White,42,M,,,Yes,Yes,273.5 PC
UOF-2018-1150,180822512,11/6/2018,26893,B - Black,28,M,,,No,No,496d PC
UOF-2018-1150,180822512,11/6/2018,26894,H - Hispanic,29,F,,,No,No,496d PC
UOF-2018-1151,180846932,11/7/2018,26895,H - Hispanic,56,M,,,Yes,No,647 (f) PC
UOF-2018-1125,180849657,11/8/2018,26835,B - Black,25,M,,,No,Yes,69 PC
UOF-2018-1185,180849760,11/8/2018,26938,W - White,38,M,,,Yes,Yes,
UOF-2018-1199,180849801,11/8/2018,26959,B - Black,53,M,,,Yes,Yes,241 (c) PC
UOF-2018-1135,180849522,11/8/2018,26877,B - Black,55,M,Knife or Edged Weapon,,Yes,Yes,
UOF-2018-1126,180850682,11/9/2018,26836,B - Black,46,M,,,No,No,69 PC
UOF-2018-1143,180853335,11/10/2018,26886,B - Black,24,M,,,No,No,245 (a) (4) PC
UOF-2018-1186,180854167,11/10/2018,26939,B - Black,24,M,,,No,No,Warrants
UOF-2018-1152,180855319,11/10/2018,26896,A - Asian or Pacific Islander,37,M,,,No,Yes,594 PC; 3056 PC
UOF-2018-1120,1831464,11/10/2018,26830,U - Unknown,39,M,Other,Air Pistol,No,No,20170 (a) PC
UOF-2018-1136,180854719,11/10/2018,26878,W - White,41,M,,,Yes,,211 PC
UOF-2018-1127,180853608,11/10/2018,26837,W - White,49,M,,,No,Yes,
UOF-2018-1144,180857440,11/11/2018,26887,A - Asian or Pacific Islander,22,M,,,No,Yes,245 (a) (2) PC
UOF-2018-1158,180856323,11/11/2018,26903,W - White,32,M,Firearm,,No,No,246.3 PC
UOF-2018-1128,180857519,11/11/2018,26838,W - White,33,M,,,No,Yes,245 (a) (1) PC
UOF-2018-1188,180858573,11/12/2018,26941,H - Hispanic,19,F,,,No,No,12500 (a) CVC
UOF-2018-1188,180858573,11/12/2018,26942,H - Hispanic,19,F,,,No,No,
UOF-2018-1162,180860841,11/12/2018,26907,H - Hispanic,22,M,,,No,No,
UOF-2018-1162,180860841,11/12/2018,26908,H - Hispanic,23,M,,,No,No,245 (a) (1) PC
UOF-2018-1188,180858573,11/12/2018,26943,H - Hispanic,25,F,,,No,No,
UOF-2018-1159,180851997,11/12/2018,26904,H - Hispanic,29,M,,,No,No,273.5 (a) PC
UOF-2018-1129,180860631,11/12/2018,26839,H - Hispanic,30,M,,,Yes,No,10851 (a) CVC
UOF-2018-1187,180860772,11/12/2018,26940,B - Black,35,M,,,No,Unrelated,Warrant
UOF-2018-1200,180862950,11/13/2018,26960,B - Black,20,M,,,Yes,No,273.6 (a) PC
UOF-2018-1130,180863118,11/13/2018,26840,B - Black,34,M,Other,Toy Gun,No,No,
UOF-2018-1201,180866338,11/14/2018,26961,W - White,24,M,,,No,No,AMS
UOF-2018-1193,180864934,11/14/2018,26952,B - Black,30,M,,,,No,10851 CVC
UOF-2018-1137,180863867,11/14/2018,26879,W - White,31,M,,,No,No,
UOF-2018-1193,180864934,11/14/2018,26953,B - Black,31,M,,,No,No,
UOF-2018-1165,180864144,11/14/2018,26911,W - White,34,M,,,Yes,Yes,69 PC
UOF-2018-1153,180868544,11/15/2018,26897,W - White,31,M,,,No,Yes,243 (b) PC
UOF-2018-1145,180867778,11/15/2018,26888,H - Hispanic,34,M,,,No,No,
UOF-2018-1154,180868613,11/15/2018,26898,B - Black,34,M,,,No,Yes,496 PC
UOF-2018-1138,180867869,11/15/2018,26880,B - Black,40,M,,,No,No,20002 (a) CVC
UOF-2018-1138,180867869,11/15/2018,26881,B - Black,54,F,,,No,No,
UOF-2018-1202,180871177,11/16/2018,26962,B - Black,42,F,,,Yes,Yes,Felony Warrant
UOF-2018-1139,180873010,11/17/2018,26882,W - White,32,M,Knife or Edged Weapon,,No,No,417 PC
UOF-2018-1160,180871650,11/17/2018,26905,B - Black,33,M,,,Unrelated,Unrelated,
UOF-2018-1190,180873151,11/17/2018,26947,A - Asian or Pacific Islander,67,F,,,No,No,
UOF-2018-1190,180873151,11/17/2018,26946,A - Asian or Pacific Islander,72,M,,,No,No,
UOF-2018-1155,180874121,11/18/2018,26899,B - Black,21,F,,,No,No,
UOF-2018-1155,180874121,11/18/2018,26900,B - Black,24,F,,,No,No,
UOF-2018-1140,180876149,11/19/2018,26883,H - Hispanic,65,M,,,Yes,No,547 F PC
UOF-2018-1168,180880902,11/20/2018,26914,W - White,19,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1194,180880336,11/20/2018,26954,B - Black,19,M,,,No,No,664/211 PC
UOF-2018-1169,180880924,11/20/2018,26915,B - Black,24,M,,,Yes,Yes,459 PC 2nd
UOF-2018-1169,180880924,11/20/2018,26916,B - Black,24,M,,,No,No,459 PC 2nd
UOF-2018-1161,180879648,11/20/2018,26906,H - Hispanic,34,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1167,180879121,11/20/2018,26913,B - Black,35,F,,,No,Yes,245 (a) 4 PC
UOF-2018-1203,180879397,11/20/2018,26969,W - White,36,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1141,180880764,11/20/2018,26884,H - Hispanic,48,M,,,Yes,Yes,69 PC
UOF-2018-1204,180882964,11/21/2018,26970,B - Black,23,M,Other,Baton,Yes,Yes,245 (a) (1) PC
UOF-2018-1170,180881461,11/21/2018,26917,W - White,27,M,,,No,No,148 (a) (1) PC
UOF-2018-1171,180881712,11/21/2018,26918,U - Unknown,31,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1205,180883558,11/21/2018,26971,W - White,39,M,,,No,No,245 PC / 148 PC
UOF-2018-1206,180884813,11/22/2018,26972,W - White,27,M,,,Yes,No,11350 (a) H&S
UOF-2018-1146,180884653,11/22/2018,26889,B - Black,32,M,,,No,No,211 PC
UOF-2018-1192,180885231,11/22/2018,26951,B - Black,53,M,Knife or Edged Weapon,,Yes,Yes,245 PC
UOF-2018-1172,180887049,11/23/2018,26919,W - White,24,M,,,Yes,No,148 (a) (1) PC
UOF-2018-1163,180885764,11/23/2018,26909,B - Black,30,M,,,Unrelated,Unrelated,
UOF-2018-1156,180887845,11/24/2018,26901,W - White,43,M,,,No,No,
UOF-2018-1166,180892543,11/25/2018,26912,W - White,28,F,,,Yes,Yes,23152 (a) CVC
UOF-2018-1173,180890569,11/25/2018,26920,U - Unknown,29,M,,,No,Yes,148 (a)(1) PC
UOF-2018-1174,180892537,11/25/2018,26921,W - White,39,M,,,Yes,Yes,
UOF-2018-1207,180894107,11/26/2018,26973,H - Hispanic,26,M,,,Yes,Yes,148 (a) (1) PC
UOF-2018-1175,180892399,11/26/2018,26924,B - Black,36,M,,,No,No,273.6 PC
UOF-2018-1176,180894420,11/26/2018,26926,H - Hispanic,44,M,,,No,No,459 PC 2nd
UOF-2018-1208,180896802,11/27/2018,26974,H - Hispanic,28,M,,,No,No,
UOF-2018-1209,180900077,11/28/2018,26975,B - Black,19,M,Firearm,,No,No,29820 (b) PC
UOF-2018-1180,180897844,11/28/2018,26930,B - Black,20,M,,,No,No,459 PC
UOF-2018-1179,180897816,11/28/2018,26929,H - Hispanic,30,M,,,No,No,
UOF-2018-1177,180899759,11/28/2018,26927,B - Black,48,M,Replica Firearm,,No,No,211 PC
UOF-2018-1191,180903087,11/29/2018,26950,W - White,29,M,,,No,No,10851 (a) CVC
UOF-2018-1182,180904580,11/30/2018,26933,B - Black,18,M,,,Unrelated,No,211 PC
UOF-2018-1182,180904580,11/30/2018,26934,B - Black,20,M,,,Yes,Yes,211 PC
UOF-2018-1178,180905873,11/30/2018,26928,B - Black,27,M,Firearm,,No,No,25850 (a) PC
UOF-2018-1189,180903441,11/30/2018,26945,A - Asian or Pacific Islander,34,M,,,No,No,459 PC
UOF-2018-1181,180904251,11/30/2018,26932,A - Asian or Pacific Islander,43,M,,,Yes,Yes,
UOF-2018-1195,180599175,11/30/2018,26955,W - White,51,M,,,No,Yes,Warrant Arrest
UOF-2018-1219,180907192,12/1/2018,26987,W - White,29,M,,,No,No,
UOF-2018-1225,180907001,12/1/2018,27001,A - Asian or Pacific Islander,36,M,,,Yes,No,273.5 PC
UOF-2018-1214,180906207,12/1/2018,26981,W - White,51,M,Knife or Edged Weapon,,No,Yes,
UOF-2018-1212,180910559,12/2/2018,26979,H - Hispanic,26,M,,,Yes,Yes,594 (b) (1) PC
UOF-2018-1224,161027604,12/2/2018,27000,A - Asian or Pacific Islander,27,F,,,No,No,
UOF-2018-1226,180908714,12/2/2018,27002,B - Black,28,M,,,No,Yes,148 (a) (1) PC
UOF-2018-1210,180910286,12/2/2018,26977,A - Asian or Pacific Islander,31,M,,,No,Yes,
UOF-2018-1211,180910355,12/2/2018,26978,W - White,33,M,,,No,No,594 (b) (1) PC
UOF-2018-1216,180908667,12/2/2018,26983,U - Unknown,39,M,,,No,Yes,23152 (a) CVC
UOF-2018-1213,180915913,12/4/2018,26980,B - Black,27,M,,,Yes,No,459 PC 2nd
UOF-2018-1282,180916256,12/4/2018,27082,A - Asian or Pacific Islander,54,F,Knife or Edged Weapon,,No,No,
UOF-2018-1221,180918860,12/5/2018,26996,B - Black,21,M,,,Yes,Yes,459 PC
UOF-2018-1228,180917624,12/5/2018,27005,B - Black,49,M,,,Yes,Yes,11375(b)(1)H&S
UOF-2018-1244,180921716,12/6/2018,27022,B - Black,28,M,,,No,No,459 PC 2nd
UOF-2018-1233,180924657,12/7/2018,27010,A - Asian or Pacific Islander,18,M,,,No,No,2800.1 (a) CVC
UOF-2018-1238,180924594,12/7/2018,27015,W - White,38,M,,,Yes,Yes,243 (b) PC
UOF-2018-1303,180924099,12/7/2018,27114,A - Asian or Pacific Islander,39,M,,,No,No,11377 H&S
UOF-2018-1231,180922645,12/7/2018,27008,W - White,47,M,,,Yes,Yes,243 (b) PC
UOF-2018-1215,180924845,12/8/2018,26982,H - Hispanic,25,M,,,No,No,273.5 PC
UOF-2018-1217,180926998,12/8/2018,26985,W - White,25,F,,,No,No,10851 CVC
UOF-2018-1217,180926998,12/8/2018,26984,B - Black,33,M,,,No,No,10851 CVC
UOF-2018-1236,1834252,12/8/2018,27013,B - Black,33,M,,,No,Yes,602 (q) PC
UOF-2018-1222,180926625,12/8/2018,26997,W - White,41,M,,,No,Yes,148 (a) (1) PC
UOF-2018-1223,180928778,12/9/2018,26998,B - Black,18,M,,,No,No,12500A VC
UOF-2018-1218,180929209,12/9/2018,26986,H - Hispanic,23,M,,,No,Yes,69 PC
UOF-2018-1245,180927037,12/9/2018,27025,W - White,44,M,,,No,Yes,148 (a) 1 PC
UOF-2018-1264,180931511,12/10/2018,27054,B - Black,26,F,,,No,No,496 (d) PC
UOF-2018-1234,180929271,12/10/2018,27011,B - Black,48,M,,,No,No,
UOF-2018-1246,180934678,12/11/2018,27027,A - Asian or Pacific Islander,19,M,,,No,No,148 (a) (1) PC
UOF-2018-1235,180932105,12/11/2018,27012,W - White,44,M,,,No,No,
UOF-2018-1229,180711965,12/11/2018,27006,B - Black,45,M,,,No,No,11352 HS
UOF-2018-1230,180937127,12/12/2018,27007,W - White,30,F,,,No,No,601 PC
UOF-2018-1241,180936254,12/12/2018,27018,B - Black,46,M,,,No,No,148 (a) (1) PC
UOF-2018-1237,1834655,12/12/2018,27014,W - White,65,F,,,No,Yes,
UOF-2018-1315,180747211,12/14/2018,27129,B - Black,20,M,,,No,No,
UOF-2018-1253,180942847,12/14/2018,27035,H - Hispanic,21,M,,,No,Yes,245 PC
